tourney_name,tourney_date,winner_name,winner_ht,winner_age,loser_name,loser_ht,loser_age,minutes,winner_rank,loser_rank,aces,df,games
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Rafael Nadal,185,33.5934291581,115,2,1,17,5,20
Atp Cup,20200106,Roberto Bautista Agut,183,31.7289527721,Dusan Lajovic,180,29.5195071869,97,10,34,4,2,19
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Daniil Medvedev,198,23.9014373717,167,2,5,10,10,29
Atp Cup,20200106,Dusan Lajovic,180,29.5195071869,Karen Khachanov,198,23.627652293,108,34,17,10,4,24
Atp Cup,20200106,Rafael Nadal,185,33.5934291581,Alex De Minaur,183,20.8843258042,133,1,18,11,4,29
Atp Cup,20200106,Roberto Bautista Agut,183,31.7289527721,Nick Kyrgios,193,24.6954140999,81,10,29,17,1,17
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Denis Shapovalov,185,20.7282683094,160,2,14,19,15,29
Atp Cup,20200106,Dusan Lajovic,180,29.5195071869,Felix Auger Aliassime,193,19.4113620808,99,34,21,13,5,18
Atp Cup,20200106,Daniil Medvedev,198,23.9014373717,Diego Schwartzman,170,27.3894592745,142,5,13,15,3,29
Atp Cup,20200106,Karen Khachanov,198,23.627652293,Guido Pella,185,29.6399726215,98,17,25,10,5,20
Atp Cup,20200106,Daniel Evans,175,29.6235455168,Alex De Minaur,183,20.8843258042,203,42,18,10,2,34
Atp Cup,20200106,Nick Kyrgios,193,24.6954140999,Cameron Norrie,188,24.372347707,72,29,52,12,8,16
Atp Cup,20200106,David Goffin,180,29.0814510609,Rafael Nadal,185,33.5934291581,143,11,1,10,7,22
Atp Cup,20200106,Roberto Bautista Agut,183,31.7289527721,Kimmer Coppejans,180,25.9110198494,90,10,158,5,3,17
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Gael Monfils,193,33.3470225873,91,2,9,5,10,17
Atp Cup,20200106,Benoit Paire,196,30.6639288159,Dusan Lajovic,180,29.5195071869,125,24,34,14,7,30
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Kevin Anderson,203,33.6372347707,139,2,147,27,4,24
Atp Cup,20200106,Dusan Lajovic,180,29.5195071869,Lloyd Harris,193,22.8637919233,135,34,99,16,6,30
Atp Cup,20200106,Novak Djokovic,188,32.6269678303,Cristian Garin,185,23.6030116359,72,2,33,9,7,18
Atp Cup,20200106,Dusan Lajovic,180,29.5195071869,Nicolas Jarry,198,24.2381930185,93,34,77,11,2,20
Atp Cup,20200106,Kevin Anderson,203,33.6372347707,Benoit Paire,196,30.6639288159,153,147,24,29,17,32
Atp Cup,20200106,Gilles Simon,183,35.0253251198,Lloyd Harris,193,22.8637919233,135,57,99,9,7,24
Atp Cup,20200106,Gael Monfils,193,33.3470225873,Cristian Garin,185,23.6030116359,79,9,33,15,8,21
Atp Cup,20200106,Benoit Paire,196,30.6639288159,Nicolas Jarry,198,24.2381930185,132,24,77,25,11,30
Atp Cup,20200106,Kevin Anderson,203,33.6372347707,Cristian Garin,185,23.6030116359,74,147,33,11,4,15
Atp Cup,20200106,Lloyd Harris,193,22.8637919233,Nicolas Jarry,198,24.2381930185,81,99,77,12,4,20
Atp Cup,20200106,Rafael Nadal,185,33.5934291581,Yoshihito Nishioka,170,24.2765229295,127,1,72,7,5,22
Atp Cup,20200106,Roberto Bautista Agut,183,31.7289527721,Go Soeda,178,35.3347022587,79,10,119,10,1,18
Atp Cup,20200106,Rafael Nadal,185,33.5934291581,Nikoloz Basilashvili,185,27.8685831622,109,1,26,6,7,21
Atp Cup,20200106,Rafael Nadal,185,33.5934291581,Pablo Cuevas,180,34.0123203285,73,1,45,14,3,15
Atp Cup,20200106,Yoshihito Nishioka,170,24.2765229295,Nikoloz Basilashvili,185,27.8685831622,82,72,26,7,5,17
Atp Cup,20200106,Yoshihito Nishioka,170,24.2765229295,Pablo Cuevas,180,34.0123203285,54,72,45,1,2,13
Atp Cup,20200106,Nikoloz Basilashvili,185,27.8685831622,Pablo Cuevas,180,34.0123203285,127,26,45,18,8,27
Atp Cup,20200106,Daniel Evans,175,29.6235455168,David Goffin,180,29.0814510609,108,42,11,7,0,20
Atp Cup,20200106,Steve Darcis,178,35.8165639973,Cameron Norrie,188,24.372347707,72,200,52,7,2,18
Atp Cup,20200106,David Goffin,180,29.0814510609,Grigor Dimitrov,188,28.643394935,148,11,20,10,10,26
Atp Cup,20200106,Dimitar Kuzmanov,183,26.4421629021,Steve Darcis,178,35.8165639973,77,417,200,0,1,15
Atp Cup,20200106,David Goffin,180,29.0814510609,Radu Albot,175,30.1519507187,82,11,46,9,5,17
Atp Cup,20200106,Grigor Dimitrov,188,28.643394935,Daniel Evans,175,29.6235455168,136,20,42,4,4,25
Atp Cup,20200106,Cameron Norrie,188,24.372347707,Dimitar Kuzmanov,183,26.4421629021,119,52,417,12,7,25
Atp Cup,20200106,Daniel Evans,175,29.6235455168,Radu Albot,175,30.1519507187,72,42,46,6,2,16
Atp Cup,20200106,Grigor Dimitrov,188,28.643394935,Radu Albot,175,30.1519507187,83,20,46,5,10,17
Atp Cup,20200106,Daniil Medvedev,198,23.9014373717,Fabio Fognini,178,32.6214921287,107,5,12,10,6,23
Atp Cup,20200106,Karen Khachanov,198,23.627652293,Stefano Travaglia,185,28.0246406571,88,17,82,11,4,21
Atp Cup,20200106,Daniil Medvedev,198,23.9014373717,John Isner,206,34.6967830253,60,5,19,10,1,16
Atp Cup,20200106,Karen Khachanov,198,23.627652293,Taylor Fritz,193,22.1902806297,111,17,31,23,7,28
Atp Cup,20200106,Daniil Medvedev,198,23.9014373717,Casper Ruud,183,21.0403832991,93,5,53,15,4,21
Atp Cup,20200106,Karen Khachanov,198,23.627652293,Viktor Durasovic,185,22.8008213552,61,17,329,10,6,15
Atp Cup,20200106,Fabio Fognini,178,32.6214921287,John Isner,206,34.6967830253,89,12,19,22,6,22
Atp Cup,20200106,Stefano Travaglia,185,28.0246406571,Taylor Fritz,193,22.1902806297,102,82,31,23,2,24
Atp Cup,20200106,Casper Ruud,183,21.0403832991,Fabio Fognini,178,32.6214921287,66,53,12,3,4,16
Atp Cup,20200106,Stefano Travaglia,185,28.0246406571,Viktor Durasovic,185,22.8008213552,56,82,329,8,2,14
Atp Cup,20200106,Casper Ruud,183,21.0403832991,John Isner,206,34.6967830253,163,53,19,37,2,36
Atp Cup,20200106,Taylor Fritz,193,22.1902806297,Viktor Durasovic,185,22.8008213552,61,31,329,14,3,16
Atp Cup,20200106,Borna Coric,188,23.1430527036,Dominic Thiem,185,26.340862423,162,28,4,18,10,29
Atp Cup,20200106,Marin Cilic,198,31.2717316906,Dennis Novak,183,26.3572895277,146,38,105,26,5,32
Atp Cup,20200106,Dominic Thiem,185,26.340862423,Diego Schwartzman,170,27.3894592745,113,4,13,5,3,21
Atp Cup,20200106,Dennis Novak,183,26.3572895277,Guido Pella,185,29.6399726215,134,105,25,9,4,26
Atp Cup,20200106,Hubert Hurkacz,196,22.8993839836,Dominic Thiem,185,26.340862423,155,37,4,15,7,31
Atp Cup,20200106,Diego Schwartzman,170,27.3894592745,Borna Coric,188,23.1430527036,75,13,28,3,1,16
Atp Cup,20200106,Guido Pella,185,29.6399726215,Marin Cilic,198,31.2717316906,113,25,38,16,5,21
Atp Cup,20200106,Hubert Hurkacz,196,22.8993839836,Borna Coric,188,23.1430527036,70,37,28,11,2,16
Atp Cup,20200106,Hubert Hurkacz,196,22.8993839836,Diego Schwartzman,170,27.3894592745,138,37,13,19,6,27
Atp Cup,20200106,Stefanos Tsitsipas,193,21.401779603,Alexander Zverev,198,22.71321013,73,6,7,4,11,17
Atp Cup,20200106,Denis Shapovalov,185,20.7282683094,Alexander Zverev,198,22.71321013,70,14,7,14,12,16
Atp Cup,20200106,Jan Lennard Struff,193,29.7002053388,Felix Auger Aliassime,193,19.4113620808,74,35,21,13,4,17
Atp Cup,20200106,Alex De Minaur,183,20.8843258042,Alexander Zverev,198,22.71321013,164,18,7,12,14,30
Atp Cup,20200106,Nick Kyrgios,193,24.6954140999,Jan Lennard Struff,193,29.7002053388,72,29,35,35,4,22
Atp Cup,20200106,Denis Shapovalov,185,20.7282683094,Stefanos Tsitsipas,193,21.401779603,123,14,6,15,7,24
Atp Cup,20200106,Nick Kyrgios,193,24.6954140999,Stefanos Tsitsipas,193,21.401779603,154,29,6,43,5,36
Atp Cup,20200106,Alex De Minaur,183,20.8843258042,Denis Shapovalov,185,20.7282683094,180,18,14,13,9,30
Atp Cup,20200106,John Millman,183,30.5626283368,Felix Auger Aliassime,193,19.4113620808,101,48,21,6,2,18
Doha,20200106,Andrey Rublev,188,22.212183436,Corentin Moutet,178,20.7173169062,86,23,81,3,3,20
Doha,20200106,Corentin Moutet,178,20.7173169062,Stan Wawrinka,183,34.7761806982,120,81,15,12,4,30
Doha,20200106,Andrey Rublev,188,22.212183436,Miomir Kecmanovic,183,20.3504449008,53,23,62,10,2,16
Doha,20200106,Stan Wawrinka,183,34.7761806982,Aljaz Bedene,181,30.46954141,83,15,58,12,1,19
Doha,20200106,Corentin Moutet,178,20.7173169062,Fernando Verdasco,188,36.1423682409,132,81,49,10,6,30
Doha,20200106,Miomir Kecmanovic,183,20.3504449008,Marton Fucsovics,188,27.909650924,55,62,70,8,2,14
Doha,20200106,Andrey Rublev,188,22.212183436,Pierre Hugues Herbert,188,28.8049281314,101,23,65,14,4,19
Doha,20200106,Stan Wawrinka,183,34.7761806982,Jeremy Chardy,188,32.8980150582,87,15,54,13,4,19
Doha,20200106,Aljaz Bedene,181,30.46954141,Alexander Bublik,196,22.5544147844,89,58,55,15,7,21
Doha,20200106,Corentin Moutet,178,20.7173169062,Milos Raonic,196,29.0266940452,119,81,32,16,8,24
Doha,20200106,Fernando Verdasco,188,36.1423682409,Filip Krajinovic,185,27.8576317591,125,49,40,19,6,28
Doha,20200106,Marton Fucsovics,188,27.909650924,Cem Ilkel,185,24.3778234086,73,70,279,4,3,17
Doha,20200106,Miomir Kecmanovic,183,20.3504449008,Jo-Wilfried Tsonga,188,34.7214236824,74,62,30,11,5,19
Doha,20200106,Pierre Hugues Herbert,188,28.8049281314,Laslo Djere,188,24.5968514716,62,65,39,6,3,16
Doha,20200106,Andrey Rublev,188,22.212183436,Mikhail Kukushkin,183,32.0301163587,69,23,66,5,1,18
Doha,20200106,Jeremy Chardy,188,32.8980150582,Gregoire Barrere,183,25.8863791923,106,54,83,18,4,27
Doha,20200106,Aljaz Bedene,181,30.46954141,Mikael Ymer,183,21.325119781,130,58,76,11,4,28
Doha,20200106,Alexander Bublik,196,22.5544147844,Adrian Mannarino,183,31.5208761123,69,55,43,11,8,19
Doha,20200106,Corentin Moutet,178,20.7173169062,Tennys Sandgren,188,28.4599589322,105,81,68,9,2,22
Doha,20200106,Fernando Verdasco,188,36.1423682409,Pablo Andujar,180,33.9520876112,89,49,64,9,1,19
Doha,20200106,Filip Krajinovic,185,27.8576317591,Kyle Edmund,188,24.9938398357,135,40,69,12,4,28
Doha,20200106,Marton Fucsovics,188,27.909650924,Frances Tiafoe,188,21.9603011636,141,70,47,10,4,30
Doha,20200106,Cem Ilkel,185,24.3778234086,Ricardas Berankis,175,29.5441478439,112,279,67,14,4,26
Doha,20200106,Miomir Kecmanovic,183,20.3504449008,Jordan Thompson,183,25.7138945927,84,62,63,4,2,18
Doha,20200106,Laslo Djere,188,24.5968514716,Lorenzo Sonego,191,24.6570841889,114,39,51,10,5,24
Doha,20200106,Pierre Hugues Herbert,188,28.8049281314,Marco Cecchinato,185,27.266255989,71,65,75,8,3,19
Doha,20200106,Mikhail Kukushkin,183,32.0301163587,Malek Jaziri,185,35.961670089,68,66,229,10,2,15
Adelaide,20200113,Andrey Rublev,188,22.2313483915,Lloyd Harris,193,22.8829568789,56,18,91,12,2,15
Adelaide,20200113,Lloyd Harris,193,22.8829568789,Tommy Paul,185,22.6584531143,128,91,90,17,6,31
Adelaide,20200113,Andrey Rublev,188,22.2313483915,Felix Auger Aliassime,193,19.4305270363,179,18,22,29,9,34
Adelaide,20200113,Tommy Paul,185,22.6584531143,Albert Ramos,188,31.9890485969,77,90,42,13,6,19
Adelaide,20200113,Lloyd Harris,193,22.8829568789,Pablo Carreno Busta,188,28.5065023956,66,91,30,14,5,18
Adelaide,20200113,Andrey Rublev,188,22.2313483915,Daniel Evans,175,29.6427104723,121,18,33,17,3,28
Adelaide,20200113,Albert Ramos,188,31.9890485969,Jaume Munar,183,22.6913073238,116,42,88,4,7,21
Adelaide,20200113,Tommy Paul,185,22.6584531143,Pablo Cuevas,180,34.0314852841,59,90,44,6,5,15
Adelaide,20200113,Pablo Carreno Busta,188,28.5065023956,Jeremy Chardy,188,32.9171800137,75,30,56,9,5,17
Adelaide,20200113,Lloyd Harris,193,22.8829568789,Laslo Djere,188,24.6160164271,107,91,40,17,4,21
Adelaide,20200113,Daniel Evans,175,29.6427104723,Alexander Bublik,196,22.5735797399,74,33,55,3,3,20
Adelaide,20200113,Andrey Rublev,188,22.2313483915,Sam Querrey,198,32.2683093771,54,18,45,13,5,18
Adelaide,20200113,Felix Auger Aliassime,193,19.4305270363,James Duckworth,183,27.9780971937,97,22,96,12,4,21
Adelaide,20200113,Albert Ramos,188,31.9890485969,Jordan Thompson,183,25.7330595483,156,42,65,13,5,31
Adelaide,20200113,Tommy Paul,185,22.6584531143,Aljaz Bedene,181,30.4887063655,72,90,54,11,3,20
Adelaide,20200113,Pablo Cuevas,180,34.0314852841,Reilly Opelka,211,22.3764544832,138,44,38,52,9,36
Adelaide,20200113,Jeremy Chardy,188,32.9171800137,Gilles Simon,183,35.0444900753,93,56,60,12,9,21
Adelaide,20200113,Laslo Djere,188,24.6160164271,Alexei Popyrin,196,20.4407939767,142,40,95,11,7,31
Adelaide,20200113,Lloyd Harris,193,22.8829568789,Cristian Garin,185,23.6221765914,135,91,36,28,10,31
Adelaide,20200113,Alexander Bublik,196,22.5735797399,Taylor Fritz,193,22.2094455852,96,55,32,27,9,22
Adelaide,20200113,Sam Querrey,198,32.2683093771,Gregoire Barrere,183,25.9055441478,106,45,82,39,3,32
Adelaide,20200113,Jan Lennard Struff,193,29.7193702943,Salvatore Caruso,185,27.0773442847,69,37,94,14,4,18
Adelaide,20200113,James Duckworth,183,27.9780971937,Federico Delbonis,190,29.273100616,67,96,73,13,4,20
Auckland,20200113,Ugo Humbert,188,21.5496235455,Benoit Paire,196,30.6830937714,154,57,24,20,8,33
Auckland,20200113,Benoit Paire,196,30.6830937714,Hubert Hurkacz,196,22.9185489391,109,24,34,20,17,30
Auckland,20200113,Ugo Humbert,188,21.5496235455,John Isner,206,34.7159479808,81,57,20,16,5,22
Auckland,20200113,Hubert Hurkacz,196,22.9185489391,Feliciano Lopez,188,38.3134839151,131,34,61,29,11,32
Auckland,20200113,Benoit Paire,196,30.6830937714,John Millman,183,30.5817932923,102,24,47,17,5,26
Auckland,20200113,John Isner,206,34.7159479808,Kyle Edmund,188,25.0130047912,116,20,69,31,5,24
Auckland,20200113,Ugo Humbert,188,21.5496235455,Denis Shapovalov,185,20.7474332649,88,57,13,12,8,22
Auckland,20200113,Feliciano Lopez,188,38.3134839151,Fabio Fognini,178,32.6406570842,116,61,12,21,9,28
Auckland,20200113,Hubert Hurkacz,196,22.9185489391,Mikael Ymer,183,21.3442847365,95,34,77,14,3,20
Auckland,20200113,John Millman,183,30.5817932923,Karen Khachanov,198,23.6468172485,110,47,16,11,4,28
Auckland,20200113,Benoit Paire,196,30.6830937714,Thiago Monteiro,183,25.620807666,115,24,86,17,7,29
Auckland,20200113,Kyle Edmund,188,25.0130047912,Andreas Seppi,190,35.8932238193,95,69,84,9,2,21
Auckland,20200113,John Isner,206,34.7159479808,Tennys Sandgren,188,28.4791238877,135,20,101,24,7,33
Auckland,20200113,Ugo Humbert,188,21.5496235455,Marco Cecchinato,185,27.2854209446,54,57,76,11,0,17
Auckland,20200113,Denis Shapovalov,185,20.7474332649,Vasek Pospisil,193,29.5578370979,111,13,146,20,8,22
Auckland,20200113,Feliciano Lopez,188,38.3134839151,Pablo Andujar,180,33.9712525667,148,61,63,22,4,31
Auckland,20200113,Mikael Ymer,183,21.3442847365,Frances Tiafoe,188,21.9794661191,128,77,49,5,1,29
Auckland,20200113,Hubert Hurkacz,196,22.9185489391,Lorenzo Sonego,191,24.6762491444,106,34,52,13,4,21
Auckland,20200113,Thiago Monteiro,183,25.620807666,Cameron Norrie,188,24.3915126626,91,86,62,5,3,20
Auckland,20200113,Benoit Paire,196,30.6830937714,Jannik Sinner,188,18.4093086927,115,24,79,16,8,28
Auckland,20200113,Andreas Seppi,190,35.8932238193,Adrian Mannarino,183,31.5400410678,128,84,43,11,5,29
Auckland,20200113,Kyle Edmund,188,25.0130047912,Alejandro Davidovich Fokina,183,20.6078028747,111,69,85,9,6,27
Auckland,20200113,Marco Cecchinato,185,27.2854209446,Leonardo Mayer,188,32.6652977413,187,76,100,22,8,36
Auckland,20200113,Ugo Humbert,188,21.5496235455,Casper Ruud,183,21.0595482546,138,57,46,15,1,29
Auckland,20200113,Vasek Pospisil,193,29.5578370979,Joao Sousa,185,30.7898699521,75,146,58,6,2,18
Australian Open,20200120,Rafael Nadal,185,33.6317590691,Hugo Dellien,180,26.5954825462,122,1,73,5,7,23
Australian Open,20200120,Federico Delbonis,190,29.2922655715,Joao Sousa,185,30.8090349076,139,76,59,15,9,31
Australian Open,20200120,Pablo Carreno Busta,188,28.5256673511,Jozef Kovalik,183,27.2087611225,157,30,139,20,5,38
Australian Open,20200120,Nick Kyrgios,193,24.733744011,Lorenzo Sonego,191,24.6954140999,133,26,53,26,4,32
Australian Open,20200120,Gilles Simon,183,35.0636550308,Pablo Cuevas,180,34.0506502396,109,61,46,10,2,25
Australian Open,20200120,Mikael Ymer,183,21.363449692,Yasutaka Uchiyama,183,27.4579055441,119,78,93,10,6,25
Australian Open,20200120,Ivo Karlovic,208,40.8925393566,Vasek Pospisil,193,29.5770020534,121,124,138,27,10,34
Australian Open,20200120,Aljaz Bedene,181,30.507871321,James Duckworth,183,27.9972621492,236,55,94,49,19,52
Australian Open,20200120,Ernests Gulbis,190,31.3894592745,Felix Auger Aliassime,193,19.4496919918,215,256,22,22,10,44
Australian Open,20200120,Kevin Anderson,203,33.6755646817,Ilya Ivashka,193,25.9028062971,234,122,149,27,9,50
Australian Open,20200120,Dominic Thiem,185,26.379192334,Adrian Mannarino,183,31.5592060233,141,5,44,12,7,29
Australian Open,20200120,Daniil Medvedev,198,23.9397672827,Frances Tiafoe,188,21.9986310746,156,4,50,16,14,37
Australian Open,20200120,Alexei Popyrin,196,20.4599589322,Jo-Wilfried Tsonga,188,34.7597535934,101,96,33,23,5,27
Australian Open,20200120,John Isner,206,34.7351129363,Thiago Monteiro,183,25.6399726215,207,19,86,64,8,48
Australian Open,20200120,Andreas Seppi,190,35.9123887748,Miomir Kecmanovic,183,20.3887748118,121,85,54,17,2,32
Australian Open,20200120,Stan Wawrinka,183,34.8145106092,Damir Dzumhur,172,27.6687200548,176,15,92,22,4,44
Australian Open,20200120,David Goffin,180,29.1197809719,Jeremy Chardy,188,32.9363449692,108,11,58,10,7,26
Australian Open,20200120,Pierre Hugues Herbert,188,28.8432580424,Cameron Norrie,188,24.4106776181,222,64,62,22,10,52
Australian Open,20200120,Andrey Rublev,188,22.250513347,Christopher Oconnell,183,25.6317590691,135,16,115,23,5,37
Australian Open,20200120,Nikoloz Basilashvili,185,27.9069130732,Soon Woo Kwon,180,22.1327857632,235,29,87,36,8,52
Australian Open,20200120,Fernando Verdasco,188,36.180698152,Evgeny Donskoy,185,29.7002053388,97,51,106,10,8,27
Australian Open,20200120,Egor Gerasimov,196,27.189596167,Casper Ruud,183,21.0787132101,214,98,48,34,8,50
Australian Open,20200120,Alexander Zverev,198,22.7515400411,Marco Cecchinato,185,27.3045859001,143,7,77,11,5,31
Australian Open,20200120,Ricardas Berankis,175,29.582477755,Roberto Carballes Baena,183,26.8281998631,118,69,83,6,4,26
Australian Open,20200120,Sam Querrey,198,32.2874743326,Borna Coric,188,23.1813826146,104,45,28,25,5,29
Australian Open,20200120,Gregoire Barrere,183,25.9247091034,Mohamed Safwat,183,29.3360711841,207,84,173,27,15,46
Australian Open,20200120,Jordan Thompson,183,25.7522245038,Alexander Bublik,196,22.5927446954,138,66,56,12,13,27
Australian Open,20200120,Fabio Fognini,178,32.6598220397,Reilly Opelka,211,22.3956194387,218,12,38,46,10,52
Australian Open,20200120,Marton Fucsovics,188,27.947980835,Denis Shapovalov,185,20.7665982204,193,67,13,10,13,40
Australian Open,20200120,Tommy Paul,185,22.6776180698,Leonardo Mayer,188,32.6844626968,159,80,101,11,6,40
Australian Open,20200120,Hubert Hurkacz,196,22.9377138946,Dennis Novak,183,26.3956194387,185,31,99,29,15,46
Australian Open,20200120,John Millman,183,30.6009582478,Ugo Humbert,188,21.568788501,204,47,43,11,13,40
Australian Open,20200120,Roger Federer,185,38.4503764545,Steve Johnson,188,30.0725530459,81,3,75,14,3,25
Australian Open,20200120,Stefanos Tsitsipas,193,21.440109514,Salvatore Caruso,185,27.0965092402,103,6,95,10,3,23
Australian Open,20200120,Philipp Kohlschreiber,178,36.2628336756,Marcos Giron,180,26.4914442163,116,79,107,11,1,27
Australian Open,20200120,Cristian Garin,185,23.6413415469,Stefano Travaglia,185,28.0629705681,131,36,74,9,6,29
Australian Open,20200120,Benoit Paire,196,30.7022587269,Cedrik Marcel Stebe,183,29.2813141684,199,21,154,20,21,46
Australian Open,20200120,Marin Cilic,198,31.3100616016,Corentin Moutet,178,20.7556468172,106,39,70,13,7,27
Australian Open,20200120,Roberto Bautista Agut,183,31.7672826831,Feliciano Lopez,188,38.3326488706,130,9,57,14,4,28
Australian Open,20200120,Diego Schwartzman,170,27.4277891855,Lloyd Harris,193,22.9021218344,105,14,72,12,4,26
Australian Open,20200120,Alejandro Davidovich Fokina,183,20.6269678303,Norbert Gombos,193,29.4373716632,184,88,113,10,7,45
Australian Open,20200120,Dusan Lajovic,180,29.5578370979,Kyle Edmund,188,25.0321697467,166,27,65,13,1,33
Australian Open,20200120,Yoshihito Nishioka,170,24.3148528405,Laslo Djere,188,24.6351813826,174,71,40,9,7,39
Australian Open,20200120,Novak Djokovic,188,32.6652977413,Jan Lennard Struff,193,29.7385352498,136,2,37,27,10,35
Australian Open,20200120,Rafael Nadal,185,33.6317590691,Federico Delbonis,190,29.2922655715,150,1,76,10,9,28
Australian Open,20200120,Pablo Carreno Busta,188,28.5256673511,Peter Gojowczyk,185,30.5160848734,128,30,120,23,6,34
Australian Open,20200120,Nick Kyrgios,193,24.733744011,Gilles Simon,183,35.0636550308,169,26,61,36,7,40
Australian Open,20200120,Karen Khachanov,198,23.665982204,Mikael Ymer,183,21.363449692,274,17,78,11,7,47
Australian Open,20200120,Gael Monfils,193,33.3853524983,Ivo Karlovic,208,40.8925393566,152,10,124,22,15,44
Australian Open,20200120,Ernests Gulbis,190,31.3894592745,Aljaz Bedene,181,30.507871321,140,256,55,17,3,29
Australian Open,20200120,Taylor Fritz,193,22.2286105407,Kevin Anderson,203,33.6755646817,201,34,122,41,11,50
Australian Open,20200120,Alexei Popyrin,196,20.4599589322,Jaume Munar,183,22.7104722793,124,96,90,9,8,28
Australian Open,20200120,Stan Wawrinka,183,34.8145106092,Andreas Seppi,190,35.9123887748,218,15,85,24,6,50
Australian Open,20200120,David Goffin,180,29.1197809719,Pierre Hugues Herbert,188,28.8432580424,186,11,64,12,18,43
Australian Open,20200120,Andrey Rublev,188,22.250513347,Yuichi Sugita,173,31.3374401095,113,16,91,23,5,29
Australian Open,20200120,Fernando Verdasco,188,36.180698152,Nikoloz Basilashvili,185,27.9069130732,169,51,29,17,11,42
Australian Open,20200120,Alexander Zverev,198,22.7515400411,Egor Gerasimov,196,27.189596167,139,7,98,17,4,34
Australian Open,20200120,Tennys Sandgren,188,28.4982888433,Matteo Berrettini,196,23.7727583847,203,100,8,38,5,52
Australian Open,20200120,Sam Querrey,198,32.2874743326,Ricardas Berankis,175,29.582477755,155,45,69,33,12,42
Australian Open,20200120,Guido Pella,185,29.6783025325,Gregoire Barrere,183,25.9247091034,131,25,84,9,8,35
Australian Open,20200120,Fabio Fognini,178,32.6598220397,Jordan Thompson,183,25.7522245038,245,12,66,22,10,50
Australian Open,20200120,Marton Fucsovics,188,27.947980835,Jannik Sinner,188,18.4284736482,136,67,82,6,7,29
Australian Open,20200120,Tommy Paul,185,22.6776180698,Grigor Dimitrov,188,28.681724846,259,80,20,32,13,55
Australian Open,20200120,John Millman,183,30.6009582478,Hubert Hurkacz,196,22.9377138946,148,47,31,14,13,31
Australian Open,20200120,Roger Federer,185,38.4503764545,Filip Krajinovic,185,27.8959616701,92,3,41,18,2,24
Australian Open,20200120,Milos Raonic,196,29.0650239562,Cristian Garin,185,23.6413415469,97,35,36,21,9,27
Australian Open,20200120,Marin Cilic,198,31.3100616016,Benoit Paire,196,30.7022587269,213,39,21,47,16,48
Australian Open,20200120,Diego Schwartzman,170,27.4277891855,Alejandro Davidovich Fokina,183,20.6269678303,116,14,88,5,8,25
Australian Open,20200120,Yoshihito Nishioka,170,24.3148528405,Daniel Evans,175,29.6618754278,119,71,32,9,2,29
Australian Open,20200120,Novak Djokovic,188,32.6652977413,Tatsuma Ito,180,31.6741957563,95,2,146,25,6,25
Australian Open,20200120,Rafael Nadal,185,33.6317590691,Pablo Carreno Busta,188,28.5256673511,98,1,30,15,1,25
Australian Open,20200120,Nick Kyrgios,193,24.733744011,Karen Khachanov,198,23.665982204,266,26,17,54,9,56
Australian Open,20200120,Gael Monfils,193,33.3853524983,Ernests Gulbis,190,31.3894592745,147,10,256,18,12,31
Australian Open,20200120,Dominic Thiem,185,26.379192334,Taylor Fritz,193,22.2286105407,170,5,34,32,9,40
Australian Open,20200120,Daniil Medvedev,198,23.9397672827,Alexei Popyrin,196,20.4599589322,107,4,96,14,10,27
Australian Open,20200120,Stan Wawrinka,183,34.8145106092,John Isner,206,34.7351129363,65,15,19,15,1,15
Australian Open,20200120,Andrey Rublev,188,22.250513347,David Goffin,180,29.1197809719,180,16,11,25,4,42
Australian Open,20200120,Alexander Zverev,198,22.7515400411,Fernando Verdasco,188,36.180698152,116,7,51,18,5,26
Australian Open,20200120,Tennys Sandgren,188,28.4982888433,Sam Querrey,198,32.2874743326,112,100,45,27,9,30
Australian Open,20200120,Fabio Fognini,178,32.6598220397,Guido Pella,185,29.6783025325,129,12,25,18,6,29
Australian Open,20200120,Marton Fucsovics,188,27.947980835,Tommy Paul,185,22.6776180698,106,67,80,9,4,24
Australian Open,20200120,Roger Federer,185,38.4503764545,John Millman,183,30.6009582478,243,3,47,27,10,54
Australian Open,20200120,Milos Raonic,196,29.0650239562,Stefanos Tsitsipas,193,21.440109514,150,35,6,28,4,34
Australian Open,20200120,Marin Cilic,198,31.3100616016,Roberto Bautista Agut,183,31.7672826831,250,39,9,33,4,49
Australian Open,20200120,Diego Schwartzman,170,27.4277891855,Dusan Lajovic,180,29.5578370979,133,14,27,8,4,29
Australian Open,20200120,Novak Djokovic,188,32.6652977413,Yoshihito Nishioka,170,24.3148528405,85,2,71,18,6,25
Australian Open,20200120,Rafael Nadal,185,33.6317590691,Nick Kyrgios,193,24.733744011,218,1,26,37,9,42
Australian Open,20200120,Dominic Thiem,185,26.379192334,Gael Monfils,193,33.3853524983,110,5,10,11,1,28
Australian Open,20200120,Stan Wawrinka,183,34.8145106092,Daniil Medvedev,198,23.9397672827,205,15,4,37,3,46
Australian Open,20200120,Alexander Zverev,198,22.7515400411,Andrey Rublev,188,22.250513347,97,7,16,16,8,30
Australian Open,20200120,Tennys Sandgren,188,28.4982888433,Fabio Fognini,178,32.6598220397,207,100,12,29,5,46
