tourney_name,tourney_date,winner_name,winner_ht,winner_age,loser_name,loser_ht,loser_age,minutes,winner_rank,loser_rank,aces,df,games
Australian Open,20180115,Tomas Berdych,196,32.3285420945,Fabio Fognini,178,30.6475017112,128,20,25,13,5,27
Australian Open,20180115,Roger Federer,185,36.4380561259,Marton Fucsovics,188,25.9356605065,121,2,80,11,8,30
Australian Open,20180115,Marin Cilic,198,29.2977412731,Rafael Nadal,185,31.6194387406,227,6,1,23,10,40
Australian Open,20180115,Kyle Edmund,188,23.0198494182,Grigor Dimitrov,188,26.6694045175,169,49,3,20,11,38
Australian Open,20180115,Hyeon Chung,188,21.659137577,Tennys Sandgren,188,26.4859685147,148,58,97,19,8,31
Australian Open,20180115,Roger Federer,185,36.4380561259,Tomas Berdych,196,32.3285420945,134,2,20,19,6,31
Australian Open,20180115,Marin Cilic,198,29.2977412731,Kyle Edmund,188,23.0198494182,138,6,49,18,4,28
Australian Open,20180115,Roger Federer,185,36.4380561259,Hyeon Chung,188,21.659137577,62,2,58,10,4,14
Australian Open,20180115,Roger Federer,185,36.4380561259,Marin Cilic,198,29.2977412731,183,2,6,40,9,45
Davis Cup G1 R1: AUT vs BLR,20180202,Gerald Melzer,188,27.5482546201,Ilya Ivashka,193,23.9288158795,135,98,190,12,7,30
Davis Cup G1 R1: AUT vs BLR,20180202,Dominic Thiem,185,24.4052019165,Ilya Ivashka,193,23.9288158795,102,6,190,14,3,22
Davis Cup G1 R1: CHI vs ECU,20180202,Roberto Quiroz,193,25.9329226557,Gonzalo Lama,180,24.758384668,156,281,405,3,7,30
Davis Cup G1 R1: CHI vs ECU,20180202,Nicolas Jarry,198,22.302532512,Roberto Quiroz,193,25.9329226557,83,95,281,9,4,22
Davis Cup G1 R1: CHN vs NZL,20180202,Jose Rubin Statham,183,30.765229295,Di Wu,175,26.3764544832,109,308,253,14,7,28
Davis Cup G1 R1: DOM vs BRA,20180202,Jose Hernandez,183,27.8822724162,Thiago Monteiro,183,23.665982204,94,284,117,14,6,22
Davis Cup G1 R1: RSA vs ISR,20180202,Lloyd Harris,193,20.9281314168,Edan Leshem,183,20.8651608487,79,289,254,15,3,22
Davis Cup G1 R1: RSA vs ISR,20180202,Dudi Sela,175,32.8213552361,Lloyd Harris,193,20.9281314168,85,97,289,1,6,19
Davis Cup G1 R1: UKR vs SWE,20180202,Mikael Ymer,183,19.3894592745,Sergiy Stakhovsky,193,32.0629705681,114,396,113,7,5,20
Davis Cup G1 R1: UKR vs SWE,20180202,Sergiy Stakhovsky,193,32.0629705681,Elias Ymer,183,21.8042436687,94,113,135,21,7,20
Davis Cup WG R1: AUS vs GER,20180202,Alexander Zverev,198,20.7775496235,Alex De Minaur,183,18.9486652977,234,5,139,21,8,53
Davis Cup WG R1: AUS vs GER,20180202,Nick Kyrgios,193,22.7597535934,Jan Lennard Struff,193,27.7645448323,97,14,58,32,9,30
Davis Cup WG R1: AUS vs GER,20180202,Alexander Zverev,198,20.7775496235,Nick Kyrgios,193,22.7597535934,107,5,14,28,9,28
Davis Cup WG R1: CAN vs CRO,20180202,Borna Coric,188,21.2073921971,Vasek Pospisil,193,27.6030116359,140,47,85,17,5,34
Davis Cup WG R1: CAN vs CRO,20180202,Borna Coric,188,21.2073921971,Denis Shapovalov,185,18.7926078029,124,47,48,8,2,30
Davis Cup WG R1: FRA vs NED,20180202,Thiemo De Bakker,193,29.3607118412,Adrian Mannarino,183,29.5852156057,136,369,25,19,6,30
Davis Cup WG R1: FRA vs NED,20180202,Richard Gasquet,185,31.6167008898,Robin Haase,190,30.81724846,165,33,42,25,6,43
Davis Cup WG R1: FRA vs NED,20180202,Adrian Mannarino,183,29.5852156057,Robin Haase,190,30.81724846,261,25,42,40,6,58
Davis Cup WG R1: GBR vs ESP,20180202,Cameron Norrie,188,22.4366872005,Roberto Bautista Agut,183,29.7932922656,241,114,23,9,15,44
Davis Cup WG R1: GBR vs ESP,20180202,Albert Ramos,188,30.0342231348,Cameron Norrie,188,22.4366872005,223,21,114,8,14,40
Davis Cup WG R1: HUN vs BEL,20180202,Ruben Bemelmans,183,30.0424366872,Marton Fucsovics,188,25.9739904175,183,120,63,22,7,41
Davis Cup WG R1: HUN vs BEL,20180202,David Goffin,180,27.1457905544,Attila Balazs,180,29.3388090349,92,7,227,16,3,26
Davis Cup WG R1: HUN vs BEL,20180202,David Goffin,180,27.1457905544,Marton Fucsovics,188,25.9739904175,155,7,63,18,7,39
Davis Cup WG R1: ITA vs JPN,20180202,Fabio Fognini,178,30.6858316222,Taro Daniel,191,25.0047912389,236,22,100,18,22,46
Davis Cup WG R1: ITA vs JPN,20180202,Yuichi Sugita,173,29.363449692,Andreas Seppi,190,33.9383983573,208,41,78,22,17,50
Davis Cup WG R1: ITA vs JPN,20180202,Fabio Fognini,178,30.6858316222,Yuichi Sugita,173,29.363449692,248,22,41,26,20,49
Davis Cup WG R1: USA vs SRB,20180202,Sam Querrey,198,30.3134839151,Laslo Djere,188,22.6611909651,182,12,88,31,12,42
Davis Cup WG R1: USA vs SRB,20180202,John Isner,206,32.7611225188,Dusan Lajovic,180,27.5838466804,195,18,84,33,5,52
Davis Cup G2 R1: ESA vs URU,20180203,Pablo Cuevas,180,32.076659822,Marcelo Arevalo,191,27.2854209446,64,32,207,8,8,20
Davis Cup G2 R1: EST vs LTU,20180203,Laurynas Grigelis,183,26.4613278576,Jurgen Zopp,190,29.8370978782,58,279,171,18,5,20
Davis Cup G2 R1: SLO vs POL,20180203,Aljaz Bedene,181,28.5338809035,Hubert Hurkacz,196,20.9637234771,94,52,224,4,6,22
Davis Cup G2 R1: TUN vs FIN,20180203,Malek Jaziri,185,34.0260095825,Harri Heliovaara,188,28.6543463381,81,109,643,6,6,20
Davis Cup G2 R1: TUN vs FIN,20180203,Malek Jaziri,185,34.0260095825,Emil Ruusuvuori,188,18.8281998631,69,109,611,5,5,16
Montpellier,20180205,Benoit Paire,196,28.7474332649,Mischa Zverev,190,30.4585900068,76,44,53,11,3,20
Montpellier,20180205,John Millman,183,28.6461327858,Yuichi Sugita,173,29.3826146475,124,109,41,4,5,31
Montpellier,20180205,Nicolas Mahut,190,36.0410677618,Dustin Brown,196,33.1608487337,81,105,125,12,9,19
Montpellier,20180205,Jeremy Chardy,188,30.9815195072,Stefanos Tsitsipas,193,19.485284052,133,91,78,23,5,34
Montpellier,20180205,Andrey Rublev,188,20.295687885,Guillermo Garcia Lopez,188,34.674880219,74,36,69,7,13,20
Montpellier,20180205,Richard Gasquet,185,31.6358658453,Daniil Medvedev,198,21.9849418207,56,33,56,3,4,15
Montpellier,20180205,Pierre Hugues Herbert,188,26.8884325804,Kenny De Schepper,203,30.6913073238,142,76,146,15,7,34
Montpellier,20180205,Karen Khachanov,198,21.711156742,David Ferrer,175,35.8466803559,148,49,39,14,16,31
Montpellier,20180205,Ricardas Berankis,175,27.627652293,Julien Benneteau,185,36.128678987,98,117,55,21,8,21
Montpellier,20180205,Gilles Simon,183,33.1088295688,Yannick Maden,185,28.2737850787,143,64,142,6,4,29
Montpellier,20180205,Benoit Paire,196,28.7474332649,John Millman,183,28.6461327858,100,44,109,20,5,22
Montpellier,20180205,Jo-Wilfried Tsonga,188,32.8049281314,Nicolas Mahut,190,36.0410677618,144,19,105,22,9,36
Montpellier,20180205,Andrey Rublev,188,20.295687885,Jeremy Chardy,188,30.9815195072,61,36,91,15,6,15
Montpellier,20180205,Richard Gasquet,185,31.6358658453,Pierre Hugues Herbert,188,26.8884325804,128,33,76,23,2,33
Montpellier,20180205,Damir Dzumhur,172,25.7138945927,Ruben Bemelmans,183,30.0616016427,88,30,121,3,11,22
Montpellier,20180205,Karen Khachanov,198,21.711156742,Ricardas Berankis,175,27.627652293,89,49,117,15,5,20
Montpellier,20180205,David Goffin,180,27.1649555099,Gilles Simon,183,33.1088295688,83,7,64,10,2,18
Montpellier,20180205,Lucas Pouille,185,23.9507186858,Benoit Paire,196,28.7474332649,53,17,44,9,6,17
Montpellier,20180205,Jo-Wilfried Tsonga,188,32.8049281314,Andrey Rublev,188,20.295687885,109,19,36,17,12,22
Montpellier,20180205,Richard Gasquet,185,31.6358658453,Damir Dzumhur,172,25.7138945927,81,33,30,5,4,18
Montpellier,20180205,David Goffin,180,27.1649555099,Karen Khachanov,198,21.711156742,79,7,49,20,5,20
Montpellier,20180205,Lucas Pouille,185,23.9507186858,Jo-Wilfried Tsonga,188,32.8049281314,63,17,19,13,4,17
Montpellier,20180205,Richard Gasquet,185,31.6358658453,David Goffin,180,27.1649555099,108,33,7,13,2,25
Montpellier,20180205,Lucas Pouille,185,23.9507186858,Richard Gasquet,185,31.6358658453,87,17,33,14,2,22
Quito,20180205,Roberto Quiroz,193,25.9520876112,Yannick Hanfmann,193,26.2313483915,79,282,113,5,5,21
Quito,20180205,Gerald Melzer,188,27.5674195756,Marco Cecchinato,185,25.3497604381,86,98,99,16,9,18
Quito,20180205,Victor Estrella,173,37.5112936345,Thomaz Bellucci,188,30.1026694045,115,86,108,13,13,28
Quito,20180205,Casper Ruud,183,19.1238877481,Carlos Berlocq,183,35.0061601643,92,122,119,7,9,18
Quito,20180205,Alessandro Giannessi,183,27.6878850103,Peter Polansky,180,29.6427104723,70,159,141,7,13,19
Quito,20180205,Thiago Monteiro,183,23.6851471595,Horacio Zeballos,188,32.7775496235,99,118,66,8,5,22
Quito,20180205,Nicolas Jarry,198,22.3216974675,Facundo Bagnis,183,27.9397672827,130,95,195,13,15,32
Quito,20180205,Stefano Travaglia,185,26.135523614,Pablo Andujar,180,32.0355920602,142,135,1753,16,11,34
Quito,20180205,Andrej Martin,180,28.3778234086,Rogerio Dutra Silva,178,34.006844627,89,156,101,10,12,22
Quito,20180205,Albert Ramos,188,30.0533880903,Roberto Quiroz,193,25.9520876112,108,21,282,8,4,27
Quito,20180205,Gerald Melzer,188,27.5674195756,Victor Estrella,173,37.5112936345,121,98,86,15,7,27
Quito,20180205,Gael Monfils,193,31.4305270363,Casper Ruud,183,19.1238877481,108,43,122,8,16,29
Quito,20180205,Thiago Monteiro,183,23.6851471595,Alessandro Giannessi,183,27.6878850103,219,118,159,14,9,34
Quito,20180205,Nicolas Jarry,198,22.3216974675,Stefano Travaglia,185,26.135523614,125,95,135,19,12,31
Quito,20180205,Roberto Carballes Baena,183,24.8733744011,Paolo Lorenzi,183,36.1423682409,117,107,46,6,5,24
Quito,20180205,Corentin Moutet,178,18.8008213552,Ivo Karlovic,208,38.9377138946,150,152,90,36,16,36
Quito,20180205,Andrej Martin,180,28.3778234086,Pablo Carreno Busta,188,26.5708418891,65,156,10,2,8,18
Quito,20180205,Albert Ramos,188,30.0533880903,Gerald Melzer,188,27.5674195756,78,21,98,7,6,18
Quito,20180205,Thiago Monteiro,183,23.6851471595,Gael Monfils,193,31.4305270363,110,118,43,17,12,28
Quito,20180205,Roberto Carballes Baena,183,24.8733744011,Nicolas Jarry,198,22.3216974675,114,107,95,18,15,29
Quito,20180205,Andrej Martin,180,28.3778234086,Corentin Moutet,178,18.8008213552,120,156,152,0,10,19
Quito,20180205,Albert Ramos,188,30.0533880903,Thiago Monteiro,183,23.6851471595,162,21,118,17,6,32
Quito,20180205,Roberto Carballes Baena,183,24.8733744011,Andrej Martin,180,28.3778234086,146,107,156,9,8,27
Quito,20180205,Roberto Carballes Baena,183,24.8733744011,Albert Ramos,188,30.0533880903,147,107,21,9,8,29
Sofia,20180205,Marcos Baghdatis,183,32.6379192334,Salvatore Caruso,185,25.1416837782,103,123,185,16,6,21
Sofia,20180205,Jozef Kovalik,183,25.2539356605,Radu Albot,175,28.2354551677,77,187,89,4,4,18
Sofia,20180205,Lukas Lacko,185,30.2587268994,Evgeny Donskoy,185,27.7453798768,79,96,71,14,1,20
Sofia,20180205,Andreas Seppi,190,33.9575633128,Mikhail Youzhny,183,35.6167008898,73,77,92,10,3,19
Sofia,20180205,Blaz Kavcic,188,30.9240246407,Laslo Djere,188,22.6803559206,78,111,88,8,5,20
Sofia,20180205,Marius Copil,193,27.3045859001,Robin Haase,190,30.8364134155,75,93,42,12,3,22
Sofia,20180205,Joao Sousa,185,28.8542094456,Dimitar Kuzmanov,183,24.5256673511,96,68,340,10,7,19
Sofia,20180205,Mirza Basic,188,26.5708418891,Florian Mayer,190,34.3381245722,60,129,72,9,4,17
Sofia,20180205,Viktor Troicki,193,31.9863107461,Ernests Gulbis,190,29.4346338125,114,67,199,11,11,30
Sofia,20180205,Marcos Baghdatis,183,32.6379192334,Adrian Mannarino,183,29.6043805613,115,123,25,16,8,28
Sofia,20180205,Jozef Kovalik,183,25.2539356605,Lukas Lacko,185,30.2587268994,128,187,96,11,11,30
Sofia,20180205,Gilles Muller,193,34.7460643395,Andreas Seppi,190,33.9575633128,153,28,77,37,9,34
Sofia,20180205,Marius Copil,193,27.3045859001,Blaz Kavcic,188,30.9240246407,67,93,111,12,6,16
Sofia,20180205,Mirza Basic,188,26.5708418891,Philipp Kohlschreiber,178,34.3080082136,101,129,35,11,2,24
Sofia,20180205,Viktor Troicki,193,31.9863107461,Denis Istomin,188,31.4140999316,127,67,74,18,4,31
Sofia,20180205,Stan Wawrinka,183,32.8596851472,Martin Klizan,190,28.5722108145,119,15,147,26,9,27
Sofia,20180205,Jozef Kovalik,183,25.2539356605,Marcos Baghdatis,183,32.6379192334,113,187,123,14,3,22
Sofia,20180205,Marius Copil,193,27.3045859001,Gilles Muller,193,34.7460643395,80,93,28,19,5,20
Sofia,20180205,Stan Wawrinka,183,32.8596851472,Viktor Troicki,193,31.9863107461,83,15,67,13,7,19
Sofia,20180205,Marius Copil,193,27.3045859001,Jozef Kovalik,183,25.2539356605,76,93,187,10,3,18
Sofia,20180205,Mirza Basic,188,26.5708418891,Stan Wawrinka,183,32.8596851472,84,129,15,11,4,22
Sofia,20180205,Mirza Basic,188,26.5708418891,Marius Copil,193,27.3045859001,139,129,93,31,10,34
Buenos Aires,20180212,Guillermo Garcia Lopez,188,34.6940451745,Carlos Berlocq,183,35.0253251198,80,69,119,5,1,18
Buenos Aires,20180212,Federico Delbonis,190,27.356605065,Florian Mayer,190,34.3572895277,95,70,71,3,6,22
Buenos Aires,20180212,Gastao Elias,178,27.2197125257,Roberto Carballes Baena,183,24.8925393566,87,114,76,5,5,18
Buenos Aires,20180212,Aljaz Bedene,181,28.5722108145,Jiri Vesely,198,24.5941136208,62,51,60,9,4,15
Buenos Aires,20180212,Diego Schwartzman,170,25.492128679,Andreas Haider Maurer,190,30.8966461328,81,24,418,6,5,19
Buenos Aires,20180212,Gael Monfils,193,31.4496919918,Pablo Cuevas,180,32.1149897331,65,43,32,0,3,17
Buenos Aires,20180212,Dusan Lajovic,180,27.6221765914,Facundo Bagnis,183,27.9589322382,84,88,190,5,5,19
Buenos Aires,20180212,Leonardo Mayer,188,30.7488021903,Rogerio Dutra Silva,178,34.0260095825,141,50,105,8,5,30
Buenos Aires,20180212,Fernando Verdasco,188,34.2450376454,Thiago Monteiro,183,23.704312115,92,40,96,9,2,20
Buenos Aires,20180212,Horacio Zeballos,188,32.7967145791,Marco Cecchinato,185,25.3689253936,70,66,102,7,3,17
Buenos Aires,20180212,Guillermo Garcia Lopez,188,34.6940451745,Pablo Carreno Busta,188,26.5900068446,161,69,10,7,10,31
Buenos Aires,20180212,Federico Delbonis,190,27.356605065,Gastao Elias,178,27.2197125257,139,70,114,2,6,24
Buenos Aires,20180212,Aljaz Bedene,181,28.5722108145,Albert Ramos,188,30.0725530459,130,51,20,24,4,28
Buenos Aires,20180212,Diego Schwartzman,170,25.492128679,Thomaz Bellucci,188,30.12183436,109,24,137,7,7,26
Buenos Aires,20180212,Gael Monfils,193,31.4496919918,Dusan Lajovic,180,27.6221765914,81,43,88,2,3,19
Buenos Aires,20180212,Leonardo Mayer,188,30.7488021903,Fabio Fognini,178,30.7241615332,73,50,22,6,2,18
Buenos Aires,20180212,Guido Pella,185,27.742642026,Fernando Verdasco,188,34.2450376454,77,59,40,6,6,18
Buenos Aires,20180212,Dominic Thiem,185,24.4435318275,Horacio Zeballos,188,32.7967145791,89,6,66,6,1,19
Buenos Aires,20180212,Federico Delbonis,190,27.356605065,Guillermo Garcia Lopez,188,34.6940451745,85,70,69,4,1,21
Buenos Aires,20180212,Aljaz Bedene,181,28.5722108145,Diego Schwartzman,170,25.492128679,97,51,24,5,4,20
Buenos Aires,20180212,Gael Monfils,193,31.4496919918,Leonardo Mayer,188,30.7488021903,122,43,50,7,8,28
Buenos Aires,20180212,Dominic Thiem,185,24.4435318275,Guido Pella,185,27.742642026,108,6,59,7,1,22
Buenos Aires,20180212,Aljaz Bedene,181,28.5722108145,Federico Delbonis,190,27.356605065,116,51,70,16,4,25
Buenos Aires,20180212,Dominic Thiem,185,24.4435318275,Gael Monfils,193,31.4496919918,63,6,43,3,3,15
Buenos Aires,20180212,Dominic Thiem,185,24.4435318275,Aljaz Bedene,181,28.5722108145,90,6,51,6,4,18
New York,20180212,Mikhail Youzhny,183,35.6358658453,Matthew Ebden,188,30.2149212868,104,94,79,16,3,28
New York,20180212,Ryan Harrison,183,25.7686516085,Donald Young,183,28.5585215606,91,44,65,12,4,21
New York,20180212,Peter Gojowczyk,185,28.5804243669,Blaz Kavcic,188,30.9431895962,79,63,108,9,2,18
New York,20180212,Jeremy Chardy,188,31.0006844627,Stefano Travaglia,185,26.1546885695,126,95,132,25,8,32
New York,20180212,Evgeny Donskoy,185,27.7645448323,Victor Estrella,173,37.53045859,82,72,139,8,8,19
New York,20180212,Dudi Sela,175,32.8596851472,Nikoloz Basilashvili,185,25.9712525667,58,100,61,4,4,20
New York,20180212,Frances Tiafoe,188,20.0629705681,Sebastian Korda,196,17.607118412,103,98,873,18,9,28
New York,20180212,Sam Querrey,198,30.3518138261,Mikhail Youzhny,183,35.6358658453,64,12,94,14,0,19
New York,20180212,Ivo Karlovic,208,38.9568788501,Ryan Harrison,183,25.7686516085,60,89,44,22,0,20
New York,20180212,Adrian Mannarino,183,29.6235455168,Peter Gojowczyk,185,28.5804243669,120,25,63,14,4,29
New York,20180212,Kei Nishikori,178,28.1232032854,Evgeny Donskoy,185,27.7645448323,65,27,72,9,0,18
New York,20180212,Radu Albot,175,28.2546201232,John Isner,206,32.7994524298,125,91,18,29,5,30
New York,20180212,Frances Tiafoe,188,20.0629705681,Dudi Sela,175,32.8596851472,94,98,100,13,7,25
New York,20180212,Sam Querrey,198,30.3518138261,Ivo Karlovic,208,38.9568788501,79,12,89,26,1,24
New York,20180212,Kei Nishikori,178,28.1232032854,Radu Albot,175,28.2546201232,117,27,91,4,4,26
New York,20180212,Kevin Anderson,203,31.7399041752,Frances Tiafoe,188,20.0629705681,124,11,98,23,5,31
New York,20180212,Sam Querrey,198,30.3518138261,Adrian Mannarino,183,29.6235455168,118,12,25,30,3,33
New York,20180212,Kevin Anderson,203,31.7399041752,Kei Nishikori,178,28.1232032854,131,11,27,28,3,28
New York,20180212,Kevin Anderson,203,31.7399041752,Sam Querrey,198,30.3518138261,133,11,12,25,2,31
Rotterdam,20180212,Grigor Dimitrov,188,26.7460643395,Yuichi Sugita,173,29.401779603,106,5,41,10,4,22
Rotterdam,20180212,Filip Krajinovic,185,25.9603011636,Felix Auger Aliassime,193,17.5140314853,135,38,168,18,4,29
Rotterdam,20180212,Damir Dzumhur,172,25.7330595483,Marius Copil,193,27.3237508556,77,29,74,14,5,20
Rotterdam,20180212,Andrey Rublev,188,20.3148528405,Lucas Pouille,185,23.9698836413,93,34,16,18,8,22
Rotterdam,20180212,David Goffin,180,27.1841204654,Nicolas Mahut,190,36.0602327173,64,7,101,9,1,16
Rotterdam,20180212,Feliciano Lopez,188,36.3969883641,Martin Klizan,190,28.59137577,87,37,150,22,5,21
Rotterdam,20180212,Viktor Troicki,193,32.0054757016,Jan Lennard Struff,193,27.8028747433,108,67,56,25,7,27
Rotterdam,20180212,Tomas Berdych,196,32.4052019165,Mischa Zverev,190,30.4777549624,71,17,53,9,1,21
Rotterdam,20180212,Daniil Medvedev,198,22.0041067762,Gilles Muller,193,34.765229295,120,57,28,23,8,22
Rotterdam,20180212,Pierre Hugues Herbert,188,26.9075975359,Richard Gasquet,185,31.6550308008,15,80,33,3,0,4
Rotterdam,20180212,Andreas Seppi,190,33.9767282683,Joao Sousa,185,28.8733744011,109,81,68,16,5,25
Rotterdam,20180212,Alexander Zverev,198,20.8158795346,David Ferrer,175,35.8658453114,84,4,39,4,5,19
Rotterdam,20180212,Robin Haase,190,30.855578371,Thiemo De Bakker,193,29.3990417522,54,42,352,8,4,16
Rotterdam,20180212,Philipp Kohlschreiber,178,34.3271731691,Karen Khachanov,198,21.7303216975,153,36,48,17,1,33
Rotterdam,20180212,Roger Federer,185,36.514715948,Ruben Bemelmans,183,30.0807665982,47,2,116,9,1,15
Rotterdam,20180212,Grigor Dimitrov,188,26.7460643395,Filip Krajinovic,185,25.9603011636,103,5,38,15,3,24
Rotterdam,20180212,Andrey Rublev,188,20.3148528405,Damir Dzumhur,172,25.7330595483,105,34,29,7,6,22
Rotterdam,20180212,David Goffin,180,27.1841204654,Feliciano Lopez,188,36.3969883641,55,7,37,19,0,16
Rotterdam,20180212,Tomas Berdych,196,32.4052019165,Viktor Troicki,193,32.0054757016,60,17,67,9,5,15
Rotterdam,20180212,Daniil Medvedev,198,22.0041067762,Pierre Hugues Herbert,188,26.9075975359,131,57,80,17,6,31
Rotterdam,20180212,Andreas Seppi,190,33.9767282683,Alexander Zverev,198,20.8158795346,78,81,4,6,1,19
Rotterdam,20180212,Roger Federer,185,36.514715948,Philipp Kohlschreiber,178,34.3271731691,101,2,36,16,2,24
Rotterdam,20180212,Grigor Dimitrov,188,26.7460643395,Andrey Rublev,188,20.3148528405,76,5,34,15,2,19
Rotterdam,20180212,Andreas Seppi,190,33.9767282683,Daniil Medvedev,198,22.0041067762,123,81,57,21,8,31
Rotterdam,20180212,Roger Federer,185,36.514715948,Robin Haase,190,30.855578371,79,2,42,15,3,24
Rotterdam,20180212,Grigor Dimitrov,188,26.7460643395,David Goffin,180,27.1841204654,61,5,7,10,4,10
Rotterdam,20180212,Roger Federer,185,36.514715948,Andreas Seppi,190,33.9767282683,84,2,81,16,2,21
Rotterdam,20180212,Roger Federer,185,36.514715948,Grigor Dimitrov,188,26.7460643395,55,2,5,4,3,16
Delray Beach,20180219,Juan Martin del Potro,198,29.4072553046,Jeremy Chardy,188,31.0198494182,67,10,96,12,3,18
Delray Beach,20180219,Frances Tiafoe,188,20.0821355236,Matthew Ebden,188,30.2340862423,84,91,88,23,10,24
Delray Beach,20180219,Franko Skugor,193,30.417522245,Alexander Bublik,196,20.6762491444,87,303,131,6,8,20
Delray Beach,20180219,Hyeon Chung,188,21.7549623546,Cameron Norrie,188,22.4941820671,101,30,115,6,4,25
Delray Beach,20180219,Taylor Fritz,193,20.3121149897,Sam Querrey,198,30.3709787817,108,85,12,19,8,29
Delray Beach,20180219,Mikhail Youzhny,183,35.6550308008,Dudi Sela,175,32.8788501027,98,93,97,6,13,22
Delray Beach,20180219,Denis Shapovalov,185,18.8501026694,Ivo Karlovic,208,38.9760438056,113,46,78,17,18,24
Delray Beach,20180219,Milos Raonic,196,27.1485284052,Taro Daniel,191,25.0622861054,84,32,105,12,8,19
Delray Beach,20180219,Steve Johnson,188,28.1560574949,Nikoloz Basilashvili,185,25.9904175222,70,51,77,12,6,19
Delray Beach,20180219,Donald Young,183,28.5776865161,Ramkumar Ramanathan,188,23.2826830938,68,75,140,3,8,15
Delray Beach,20180219,Evgeny Donskoy,185,27.7837097878,Darian King,188,25.8179329227,78,76,188,7,5,18
Delray Beach,20180219,John Isner,206,32.8186173854,Radu Albot,175,28.2737850787,124,18,87,22,6,31
Delray Beach,20180219,Peter Gojowczyk,185,28.5995893224,Lukas Lacko,185,30.2970568104,101,64,98,21,14,28
Delray Beach,20180219,Reilly Opelka,211,20.4791238877,Ryan Harrison,183,25.787816564,95,228,58,20,9,24
Delray Beach,20180219,Frances Tiafoe,188,20.0821355236,Juan Martin del Potro,198,29.4072553046,146,91,10,30,7,34
Delray Beach,20180219,Hyeon Chung,188,21.7549623546,Franko Skugor,193,30.417522245,113,30,303,6,12,22
Delray Beach,20180219,Taylor Fritz,193,20.3121149897,Mikhail Youzhny,183,35.6550308008,109,85,93,19,10,26
Delray Beach,20180219,Steve Johnson,188,28.1560574949,Milos Raonic,196,27.1485284052,72,51,32,15,9,18
Delray Beach,20180219,Evgeny Donskoy,185,27.7837097878,Donald Young,183,28.5776865161,93,76,75,11,12,21
Delray Beach,20180219,Peter Gojowczyk,185,28.5995893224,John Isner,206,32.8186173854,151,64,18,36,6,36
Delray Beach,20180219,Reilly Opelka,211,20.4791238877,Jack Sock,185,25.4045174538,133,228,8,21,12,31
Delray Beach,20180219,Frances Tiafoe,188,20.0821355236,Hyeon Chung,188,21.7549623546,148,91,30,22,9,32
Delray Beach,20180219,Denis Shapovalov,185,18.8501026694,Taylor Fritz,193,20.3121149897,76,46,85,10,9,22
Delray Beach,20180219,Steve Johnson,188,28.1560574949,Evgeny Donskoy,185,27.7837097878,79,51,76,12,6,17
Delray Beach,20180219,Peter Gojowczyk,185,28.5995893224,Reilly Opelka,211,20.4791238877,78,64,228,22,5,21
Delray Beach,20180219,Frances Tiafoe,188,20.0821355236,Denis Shapovalov,185,18.8501026694,71,91,46,11,3,22
Delray Beach,20180219,Peter Gojowczyk,185,28.5995893224,Steve Johnson,188,28.1560574949,82,64,51,21,4,21
Delray Beach,20180219,Frances Tiafoe,188,20.0821355236,Peter Gojowczyk,185,28.5995893224,61,91,64,15,8,17
Marseille,20180219,Ilya Ivashka,193,23.9863107461,Laslo Djere,188,22.7186858316,79,193,90,3,4,16
Marseille,20180219,Nicolas Mahut,190,36.0793976728,Stefanos Tsitsipas,193,19.523613963,86,100,80,20,2,24
Marseille,20180219,Gilles Muller,193,34.7843942505,Sergiy Stakhovsky,193,32.1204654346,79,28,118,26,1,21
Marseille,20180219,Pierre Hugues Herbert,188,26.9267624914,Norbert Gombos,193,27.5208761123,88,99,136,17,3,20
Marseille,20180219,Filip Krajinovic,185,25.9794661191,Joao Sousa,185,28.8925393566,117,36,71,12,3,29
Marseille,20180219,Damir Dzumhur,172,25.7522245038,Mikhail Kukushkin,183,30.1519507187,175,29,89,9,6,31
Marseille,20180219,Karen Khachanov,198,21.749486653,Ruben Bemelmans,183,30.0999315537,77,47,113,23,0,21
Marseille,20180219,Mischa Zverev,190,30.4969199179,Blaz Kavcic,188,30.9623545517,72,53,109,8,2,20
Marseille,20180219,Julien Benneteau,185,36.167008898,Malek Jaziri,185,34.083504449,77,56,116,9,1,19
Marseille,20180219,Ilya Ivashka,193,23.9863107461,Stan Wawrinka,183,32.8980150582,54,193,13,6,3,12
Marseille,20180219,Nicolas Mahut,190,36.0793976728,Gilles Muller,193,34.7843942505,100,100,28,25,7,27
Marseille,20180219,Lucas Pouille,185,23.9890485969,Pierre Hugues Herbert,188,26.9267624914,125,16,99,25,12,31
Marseille,20180219,Filip Krajinovic,185,25.9794661191,Gilles Simon,183,33.1471594798,81,36,66,6,7,18
Marseille,20180219,Tomas Berdych,196,32.424366872,Stefano Travaglia,185,26.173853525,133,17,129,30,4,33
Marseille,20180219,Karen Khachanov,198,21.749486653,Mischa Zverev,190,30.4969199179,50,47,53,9,0,15
Marseille,20180219,Julien Benneteau,185,36.167008898,Roberto Bautista Agut,183,29.8507871321,131,56,22,32,6,24
Marseille,20180219,Ilya Ivashka,193,23.9863107461,Nicolas Mahut,190,36.0793976728,118,193,100,18,5,31
Marseille,20180219,Lucas Pouille,185,23.9890485969,Filip Krajinovic,185,25.9794661191,114,16,36,29,5,31
